family,event,bank_event,tokens,train_pos,test_pos,firing_rate,bank_train_pos,bank_test_pos,count_matches_bank,bank_log10_evidence_proxy,bank_label_z,bank_full_cov_z,bank_offdiag_cov_z,sae_best_feature,sae_best_auc,sae_best_abs_auc_excess,sae_best_train_effect,sae_best_test_effect,sae_best_pos_mean,sae_best_neg_mean,random_best_feature,random_best_auc,random_best_abs_auc_excess,random_best_train_effect,random_best_test_effect,sae_minus_random_abs_auc_excess,sae_beats_random,sae_best_decoder_cosine_to_label_direction,sae_max_abs_decoder_cosine_to_label_direction
ner,ner_person_or_org,ner:ner_person_or_org,10000,622,655,0.1277,609.0,668.0,False,4.6629800196400195,7.165820364915481,13.790134814918552,13.787969423712935,19981,0.5817624891293844,0.08176248912938444,0.35722213983535767,0.40757814049720764,0.31530100107192993,0.06595688313245773,5954,0.5697314628554362,0.06973146285543619,0.4408774673938751,0.40465113520622253,0.012031026273948253,True,0.20875312387943268,0.4554513394832611
ner,ner_place_like,ner:ner_place_like,10000,110,125,0.0235,104.0,131.0,False,3.5000963742256626,7.8819276600525034,8.06701783826452,8.066313386167433,18578,0.5737394871794872,0.0737394871794872,0.18318676948547363,0.432623952627182,0.6818723082542419,0.13080072402954102,15691,0.5681788717948718,0.06817887179487181,0.23985198140144348,0.4282112419605255,0.005560615384615386,True,0.15861622989177704,0.5005437731742859
pos_tagger,pos_adjective,pos_tagger:pos_adjective,10000,278,293,0.0571,293.0,278.0,False,3.92711393905234,9.329260461654542,4.865345666160479,4.864751660610407,22169,0.5493125843363055,0.049312584336305476,0.2637311518192291,0.36003535985946655,0.24560974538326263,0.01216433010995388,19764,0.5827382208329617,0.08273822083296167,0.31175073981285095,0.3740179240703583,-0.0334256364966562,False,0.2234826683998108,0.42109769582748413
pos_tagger,pos_adverb,pos_tagger:pos_adverb,10000,103,93,0.0196,93.0,103.0,False,3.6688188358566802,11.821582306119494,1.7897976802525801,1.7891678847584604,5792,0.5659919667098352,0.0659919667098352,0.4091247618198395,0.44770383834838867,0.35267555713653564,0.015163557603955269,19696,0.636093708570815,0.13609370857081504,0.46629828214645386,0.5094603300094604,-0.07010174186097984,False,0.12047283351421356,0.5367359519004822
pos_tagger,pos_cardinal,pos_tagger:pos_cardinal,10000,213,175,0.0388,217.0,171.0,False,4.834977661828317,7.635570845701188,7.442280805414372,7.448287428780848,6989,0.6382099185788305,0.13820991857883047,0.45557913184165955,0.5955551266670227,0.9106515049934387,0.17136116325855255,6944,0.6955914137675796,0.1955914137675796,0.7783728241920471,0.9193922281265259,-0.05738149518874913,False,0.1174100935459137,0.6096570491790771
pos_tagger,pos_conjunction,pos_tagger:pos_conjunction,10000,146,133,0.0279,147.0,132.0,False,4.4532022635303345,11.377090834417292,2.043953535494616,2.045842602527263,7668,0.7406015037593985,0.24060150375939848,0.7515140771865845,0.8468881249427795,0.7732505798339844,0.0,7696,0.6575077512972899,0.1575077512972899,0.512028157711029,0.6593767404556274,0.0830937524621086,True,0.7462338209152222,0.7490476965904236
pos_tagger,pos_determiner,pos_tagger:pos_determiner,10000,397,405,0.0802,406.0,396.0,False,4.864440925551628,8.48529534630824,6.166922506377433,6.170194219578676,17789,0.7790123456790123,0.27901234567901234,1.1661709547042847,1.1639586687088013,1.1848405599594116,0.0,13612,0.5906347479143997,0.09063474791439974,0.25394001603126526,0.3577079474925995,0.1883775977646126,True,0.6740328073501587,0.7359135746955872
pos_tagger,pos_gerund,pos_tagger:pos_gerund,10000,59,64,0.0123,67.0,56.0,False,2.923356516307499,10.319513899036092,1.575864712143595,1.5759388753827994,13168,0.615720282111021,0.11572028211102103,0.5827012062072754,0.6566594839096069,0.8031845092773438,0.004268256947398186,1500,0.6960563968800648,0.19605639688006482,0.5986332893371582,0.7322943210601807,-0.08033611476904379,False,0.4172455072402954,0.6496171355247498
pos_tagger,pos_noun,pos_tagger:pos_noun,10000,1770,1748,0.3518,1732.0,1786.0,False,5.146302825522726,6.945570532828806,13.560338220860986,13.558404919333412,19981,0.5834160143660934,0.08341601436609336,0.4303801357746124,0.4453999400138855,0.24253852665424347,0.021263064816594124,13222,0.5756924624452194,0.07569246244521943,0.3947688639163971,0.38064172863960266,0.007723551920873928,True,0.212351992726326,0.3625076413154602
pos_tagger,pos_past_verb,pos_tagger:pos_past_verb,10000,350,347,0.0697,349.0,348.0,False,4.428847424148326,9.012468119934509,6.874611127006597,6.87074047752133,13701,0.5901253010824413,0.09012530108244132,0.41225284337997437,0.49994078278541565,0.4123598337173462,0.0007688619662076235,1500,0.5757588144613713,0.07575881446137134,0.1608070284128189,0.24778886139392853,0.014366486621069985,True,0.4353035092353821,0.56021648645401
pos_tagger,pos_plural_noun,pos_tagger:pos_plural_noun,10000,267,262,0.0529,279.0,250.0,False,4.154975859352198,8.677928494870189,4.69668623151352,4.701306253039204,4957,0.5989353577861629,0.09893535778616291,0.46860575675964355,0.5508440732955933,0.21719476580619812,0.0004891572170890868,18437,0.597323813636056,0.09732381363605602,0.4393632113933563,0.37206658720970154,0.0016115441501068917,True,0.5100985765457153,0.674203097820282
pos_tagger,pos_preposition,pos_tagger:pos_preposition,10000,540,503,0.1043,513.0,530.0,False,4.781728016257762,8.371574008342405,7.264110845680546,7.267916730563498,4888,0.5826070926011642,0.08260709260116417,0.45436766743659973,0.49664145708084106,0.2837280333042145,0.005179098341614008,22640,0.6303338519030358,0.1303338519030358,0.37577250599861145,0.3467887341976166,-0.047726759301871646,False,0.12392766773700714,0.5437883138656616
pos_tagger,pos_pronoun,pos_tagger:pos_pronoun,10000,89,108,0.0197,98.0,99.0,False,4.018654721417069,11.4176487105877,1.0749146554958513,1.0765058621068715,16198,0.6830265210017867,0.18302652100178673,0.7243517637252808,0.7656418681144714,0.5699867010116577,0.024977656081318855,7696,0.5957780654734866,0.09577806547348655,0.5201640725135803,0.45910587906837463,0.08724845552830018,True,0.23096489906311035,0.609244167804718
pos_tagger,pos_proper_noun,pos_tagger:pos_proper_noun,10000,945,952,0.1897,911.0,986.0,False,5.143104023641405,7.145339990066446,12.360324891358577,12.361960642458751,19981,0.5984492549490151,0.09844925494901513,0.42056161165237427,0.48352864384651184,0.33314213156700134,0.043466780334711075,17029,0.571000540779553,0.07100054077955298,0.382532000541687,0.3838548958301544,0.02744871416946215,True,0.21471166610717773,0.4038178324699402
pos_tagger,pos_verb,pos_tagger:pos_verb,10000,540,545,0.1085,547.0,538.0,False,4.5514189269946606,8.573712951321928,6.318259693992439,6.316488312275168,13701,0.5632026688907423,0.06320266889074233,0.3298379182815552,0.399413526058197,0.26859432458877563,6.34053212706931e-05,1500,0.602885120316313,0.10288512031631303,0.2713104784488678,0.37589073181152344,-0.0396824514255707,False,0.404555082321167,0.4649522006511688
