event,tokens,train_tokens,test_tokens,firing_rate,train_pos,test_pos,geometry,lambda_eff,evidence_proxy,log10_evidence_proxy,label_stat,label_z,full_cov_stat,full_cov_z,offdiag_cov_stat,offdiag_cov_z
ner_any,10000,5000,5000,0.1515,714,801,0.9950852990150452,2.7589862696328757,72072.31630425395,4.857768479905851,7.695153713226318,6.958892750512914,15.451602935791016,11.886721212218372,14.443265914916992,11.88888579885388
ner_person,10000,5000,5000,0.0682,310,372,0.995319782756269,1.8784874739234434,15491.942020353326,4.190105862940451,7.451689720153809,6.853024653389164,13.336566925048828,8.91888271233228,12.329216957092285,8.918861021892065
ner_organization,10000,5000,5000,0.0595,299,296,0.9955736487172544,1.7989164264208464,13032.48866605824,4.115027355907094,7.6045427322387695,7.677233662854575,13.714156150817871,11.543321307874919,12.705655097961426,11.542587642066325
ner_gpe,10000,5000,5000,0.0215,93,122,0.9958600932732224,1.2320277947276446,2868.074083579535,3.4575903651527544,8.494168281555176,7.38097843272498,11.383809089660645,8.101812788776252,10.375144958496094,8.101766112805807
ner_person_or_org,10000,5000,5000,0.1277,609,668,0.9951565363444388,2.4662928944259823,46023.53992840299,4.6629800196400195,7.389520645141602,7.165820364915481,15.308432579040527,13.790134814918552,14.30028247833252,13.787969423712935
ner_place_like,10000,5000,5000,0.0235,104,131,0.9958876217715442,1.2625366867878274,3162.9794786138873,3.5000963742256626,8.334392547607422,7.8819276600525034,11.65198802947998,8.06701783826452,10.643562316894531,8.066313386167433
