rows,log10_evidence_min,log10_evidence_max,mean_evidence,mean_unlabeled_power,mean_labeled_power
74,-3.955212583290564,-2.166580457921687,0.002802205206777994,0.06148648648648648,0.5952702702702704
74,-2.1490326093066767,-1.4525327648791049,0.01812879886044685,0.07966216216216217,0.9254054054054055
74,-1.4524500281044352,-0.8890805537073705,0.07067581456635234,0.11722972972972971,0.9922972972972974
74,-0.8890805537073705,-0.36548632703632655,0.23608983101249328,0.20594594594594598,0.9992567567567568
73,-0.3604004839377998,0.12499244555001039,0.7952363221666068,0.3808904109589041,0.9999315068493151
73,0.13426861939687287,0.6630316163115809,2.806408208677702,0.6764383561643836,1.0
73,0.6630349331983555,1.3383886020527977,11.358417340916242,0.928082191780822,1.0
73,1.399223781320036,2.8993739702028596,142.43799749024356,0.998972602739726,1.0
