family,event,bank_event,tokens,train_pos,test_pos,firing_rate,bank_train_pos,bank_test_pos,count_matches_bank,bank_log10_evidence_proxy,bank_label_z,bank_full_cov_z,bank_offdiag_cov_z,sae_best_feature,sae_best_auc,sae_best_abs_auc_excess,sae_best_train_effect,sae_best_test_effect,sae_best_pos_mean,sae_best_neg_mean,random_best_feature,random_best_auc,random_best_abs_auc_excess,random_best_train_effect,random_best_test_effect,sae_minus_random_abs_auc_excess,sae_beats_random,sae_best_decoder_cosine_to_label_direction,sae_max_abs_decoder_cosine_to_label_direction
lexical,capitalized,lexical:capitalized,10000,833,807,0.164,800.0,840.0,False,4.931762941922825,7.337844168697389,9.18898432616184,9.187506843963206,13696,0.6011831248812338,0.10118312488123382,0.5072875022888184,0.4923486113548279,0.5453697443008423,0.03113620914518833,14787,0.6306248598079469,0.1306248598079469,0.58893221616745,0.6060344576835632,-0.029441734926713092,False,0.22810958325862885,0.4297010600566864
lexical,comma_or_period,lexical:comma_or_period,10000,436,467,0.0903,443.0,460.0,False,5.581271630469754,5.890672304275662,20.251343498198842,20.24631338080642,719,0.9403538930073111,0.4403538930073111,2.1893200874328613,2.2004361152648926,18.973270416259766,0.16338807344436646,23106,0.6991011903665293,0.1991011903665293,0.7691027522087097,0.713128387928009,0.2412527026407818,True,0.7554032206535339,0.7554032206535339
lexical,common_and,lexical:common_and,10000,128,118,0.0246,133.0,113.0,False,4.43533802534303,11.338354045530968,1.6637190650706535,1.6658538950285058,24261,0.7286712169922024,0.2286712169922024,0.7719241380691528,0.9239002466201782,1.0275136232376099,0.00021263537928462029,8330,0.8464273811094369,0.34642738110943694,1.2247861623764038,1.2601895332336426,-0.11775616411723455,False,0.622521698474884,0.622521698474884
lexical,common_in,lexical:common_in,10000,102,103,0.0205,101.0,104.0,False,4.362454919941184,10.872540764670667,2.806512368115114,2.8078964341737587,8686,0.8438017331792201,0.34380173317922014,1.0809259414672852,1.1671230792999268,2.2360520362854004,0.0033314949832856655,16505,0.8536224873163875,0.35362248731638746,1.3990405797958374,1.420729398727417,-0.00982075413716732,False,0.6503933072090149,0.7279379963874817
lexical,common_of,lexical:common_of,10000,138,128,0.0266,125.0,141.0,False,4.352524915591755,10.181561147396843,3.546831346010575,3.5461051632592575,11723,0.6899021192528736,0.1899021192528736,0.7889755368232727,0.7145979404449463,0.732304573059082,0.0821278765797615,4667,0.7017780172413793,0.20177801724137934,0.7083607316017151,0.7299957871437073,-0.011875897988505746,False,0.3378176987171173,0.5836909413337708
lexical,common_the,lexical:common_the,10000,283,286,0.0569,294.0,275.0,False,4.896950761586749,8.907289153044738,6.135280961234602,6.138585970839695,1846,0.9311565608765439,0.43115656087654386,1.7284191846847534,1.8673522472381592,3.7758755683898926,0.01732645370066166,740,0.7486986390783591,0.2486986390783591,0.8613329529762268,0.8103273510932922,0.18245792179818476,True,0.6595228314399719,0.6833747029304504
lexical,common_to,lexical:common_to,10000,71,84,0.0155,79.0,76.0,False,3.693967444715801,11.294713906879265,1.9033445876438326,1.903848814448851,11723,0.7163344182262001,0.21633441822620014,0.7431818842887878,0.738335371017456,1.0003509521484375,0.08336707204580307,4791,0.700759667170367,0.20075966717036697,0.9329770803451538,0.7472941875457764,0.01557475105583317,True,0.2406214475631714,0.642919659614563
lexical,digit,lexical:digit,10000,189,150,0.0339,190.0,149.0,False,4.892273261734044,7.765306988447409,6.727390420634563,6.734255186176952,4879,0.7222226804123711,0.22222268041237114,0.8009698987007141,0.9283531904220581,3.2557497024536133,0.0038879646454006433,18510,0.7696453608247422,0.2696453608247422,1.0324809551239014,1.1557952165603638,-0.04742268041237108,False,0.5106310248374939,0.6422166228294373
lexical,hyphen_piece,lexical:hyphen_piece,10000,105,136,0.0241,117.0,124.0,False,5.034046338129511,8.200215794093092,8.426447652927438,8.426298684774409,5568,0.8784678550696594,0.3784678550696594,1.7269039154052734,1.9538849592208862,19.59050750732422,0.0021850811317563057,9098,0.8697755417956656,0.36977554179566563,1.1453032493591309,1.4976633787155151,0.00869231327399378,True,0.6802062392234802,0.6802062392234802
lexical,punct,lexical:punct,10000,746,806,0.1552,767.0,785.0,False,5.588809313288535,6.147405101511975,19.584576711645443,19.583152552746135,719,0.81571171033652,0.31571171033652,1.3153228759765625,1.324414849281311,11.911785125732422,6.135532021289691e-05,6186,0.623535808569728,0.12353580856972801,0.48960065841674805,0.5683532357215881,0.192175901766792,True,0.6957589983940125,0.6957589983940125
lexical,quote,lexical:quote,10000,75,77,0.0152,75.0,77.0,True,4.310380480740764,11.747017421106305,2.0546370598578165,2.0568970893982743,23552,0.9348829111169148,0.4348829111169148,1.5859240293502808,1.4119749069213867,8.809366226196289,0.0014802668010815978,566,0.7974113028957636,0.29741130289576356,1.4285094738006592,1.2576285600662231,0.13747160822115123,True,0.5036169290542603,0.7326334714889526
linguistic,adj_suffix,linguistic:adj_suffix,10000,130,134,0.0264,140.0,124.0,False,3.4550898574918003,9.633601962474408,2.875674194695548,2.8763135644365563,11783,0.6276662311132377,0.12766623111323772,0.4582635760307312,0.5208803415298462,0.6296607851982117,0.12910714745521545,1519,0.6353704657967867,0.1353704657967867,0.4320576786994934,0.6436052918434143,-0.007704234683548972,False,0.2228034883737564,0.4962174594402313
linguistic,conjunction,linguistic:conjunction,10000,164,144,0.0308,164.0,144.0,True,4.403994623913075,11.216337213862294,1.8636043608886423,1.8655220094746299,18106,0.6928656415888705,0.19286564158887054,0.7391998171806335,0.8384525179862976,1.2536710500717163,0.00359129230491817,8330,0.8495367986911954,0.34953679869119536,1.111404299736023,1.2631745338439941,-0.15667115710232482,False,0.5360134840011597,0.5990192294120789
linguistic,determiner,linguistic:determiner,10000,403,418,0.0821,420.0,401.0,False,4.860517988327525,8.98793171889617,5.519079083386011,5.522835615483257,1846,0.8201248801739279,0.32012488017392793,1.2125672101974487,1.293593406677246,2.661322593688965,0.010725555010139942,19603,0.7331256696162851,0.2331256696162851,0.7371304631233215,0.7830228805541992,0.08699921055764281,True,0.6146082878112793,0.6377637386322021
linguistic,month_name,linguistic:month_name,10000,25,21,0.0046,nan,nan,False,nan,nan,nan,nan,19090,0.9272802915100565,0.42728029151005653,2.4712765216827393,2.083937883377075,9.320754051208496,0.01964113675057888,4986,0.9490813798907793,0.44908137989077934,2.5576682090759277,2.327423095703125,-0.02180108838072281,False,0.6259788870811462,0.8382602334022522
linguistic,noun_suffix,linguistic:noun_suffix,10000,79,75,0.0154,77.0,77.0,False,3.082374230348181,9.053051946983354,4.644703300471213,4.646802153959502,1980,0.6969109983079527,0.19691099830795267,0.7850044369697571,0.8714824914932251,1.5567301511764526,0.02000577561557293,18693,0.64825448392555,0.14825448392554996,0.46661508083343506,0.5459840297698975,0.048656514382402705,True,0.5810387134552002,0.5810387134552002
linguistic,number_word,linguistic:number_word,10000,22,27,0.0049,25.0,24.0,False,3.2171065443706808,12.481269472821007,-0.29286805205354194,-0.290435529263943,17416,0.7585480111118559,0.2585480111118559,1.0561472177505493,1.1109044551849365,4.150860786437988,0.0031413284596055746,23534,0.9417744710324641,0.44177447103246414,2.079803705215454,1.7814527750015259,-0.18322645992060826,False,0.6973423957824707,0.7836737632751465
linguistic,preposition,linguistic:preposition,10000,313,298,0.0611,302.0,309.0,False,4.512950176137699,8.842190833257215,5.227266363984663,5.2297188362569065,11723,0.7284337808557833,0.22843378085578325,0.7987819910049438,0.8394759297370911,0.9783014059066772,0.043030235916376114,16505,0.7268890290865804,0.22688902908658037,0.7542128562927246,0.7877283692359924,0.001544751769202879,True,0.35549378395080566,0.5565610527992249
linguistic,pronoun,linguistic:pronoun,10000,94,110,0.0204,102.0,102.0,False,4.01991754835488,11.899690884167846,0.9986442446220702,0.9994846310370101,12146,0.6662827663134412,0.1662827663134412,0.6871932148933411,0.7737330198287964,3.007603883743286,0.00920629221946001,19603,0.6941950176612753,0.19419501766127534,0.7683576345443726,0.6639578342437744,-0.02791225134783415,False,0.5361465215682983,0.5361465215682983
linguistic,proper_name_proxy,linguistic:proper_name_proxy,10000,661,632,0.1293,623.0,670.0,False,4.820102630512467,7.825847039822863,10.995635462174656,10.996545232408339,4522,0.5822355551884824,0.08223555518848236,0.4014245867729187,0.4009166955947876,0.3793187737464905,0.010131877847015858,14787,0.6574680429011917,0.15746804290119165,0.6890988945960999,0.6914544105529785,-0.0752324877127093,False,0.28051474690437317,0.44771745800971985
linguistic,verb_ed,linguistic:verb_ed,10000,170,201,0.0371,195.0,176.0,False,4.156934271298323,9.392409434449107,5.192143473247955,5.191966593508181,1119,0.6307268616285109,0.13072686162851088,0.5746400952339172,0.6109923124313354,0.6840358972549438,0.0317906029522419,9072,0.6648011246124037,0.1648011246124037,0.6766085028648376,0.7196317911148071,-0.03407426298389282,False,0.3068709969520569,0.5299884676933289
linguistic,verb_ing,linguistic:verb_ing,10000,82,99,0.0181,96.0,85.0,False,3.137894144276846,11.828722071100742,1.0591891500229422,1.0610270418414576,22747,0.6229845898280911,0.12298458982809113,0.5350183248519897,0.5686296224594116,0.8810985684394836,0.013226608745753765,5057,0.6338615702010928,0.1338615702010928,0.4080966114997864,0.533232569694519,-0.010876980373001666,False,0.4409659504890442,0.5099861025810242
ner,ner_any,ner:ner_any,10000,733,782,0.1515,714.0,801.0,False,4.857768479905851,6.958892750512914,11.886721212218372,11.88888579885388,21,0.6021644541297254,0.10216445412972541,0.5319357514381409,0.5081326365470886,1.1149650812149048,0.1733270138502121,14787,0.6253645623008929,0.12536456230089288,0.5451056957244873,0.5973904728889465,-0.023200108171167466,False,0.29777729511260986,0.40570831298828125
